Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.00     0.00      704     0.00     0.00  std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*)
  0.00      1.00     0.00      704     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      1.00     0.00      704     0.00     0.00  void std::_Destroy<lambertian>(lambertian*)
  0.00      1.00     0.00      702     0.00     0.00  std::shared_ptr<lambertian>::shared_ptr<std::allocator<void>, vec3&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&)
  0.00      1.00     0.00      702     0.00     0.00  std::enable_if<is_assignable<std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&, std::shared_ptr<lambertian> >::value, std::shared_ptr<material>&>::type std::shared_ptr<material>::operator=<lambertian>(std::shared_ptr<lambertian>&&)
  0.00      1.00     0.00      702     0.00     0.00  std::__shared_ptr<lambertian, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&)
  0.00      1.00     0.00      702     0.00     0.00  std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<lambertian, void>(std::__shared_ptr<lambertian, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      1.00     0.00      702     0.00     0.00  std::enable_if<__sp_compatible_with<lambertian*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<lambertian>(std::__shared_ptr<lambertian, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      1.00     0.00      702     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<lambertian, std::allocator<void>, vec3&>(lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&)
  0.00      1.00     0.00      702     0.00     0.00  std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&>(std::allocator<void>, vec3&)
  0.00      1.00     0.00      702     0.00     0.00  void std::_Construct<lambertian, vec3&>(lambertian*, vec3&)
  0.00      1.00     0.00      702     0.00     0.00  std::shared_ptr<std::enable_if<!is_array<lambertian>::value, lambertian>::type> std::make_shared<lambertian, vec3&>(vec3&)
  0.00      1.00     0.00      624     0.00     0.00  std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      1.00     0.00      624     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  0.00      1.00     0.00      623     0.00     0.00  std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      1.00     0.00      623     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  0.00      1.00     0.00      580     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const
  0.00      1.00     0.00      557     0.00     0.00  dielectric::scatter(ray const&, hit_record const&, vec3&, ray&) const
  0.00      1.00     0.00      530     0.00     0.00  std::__atomic_base<int>::operator--()
  0.00      1.00     0.00      516     0.00     0.00  __gthread_active_p()
  0.00      1.00     0.00      503     0.00     0.01  metal::scatter(ray const&, hit_record const&, vec3&, ray&) const
  0.00      1.00     0.00      452     0.00     0.00  refract(vec3 const&, vec3 const&, double)
  0.00      1.00     0.00      450     0.00     0.00  dielectric::reflectance(double, double)
  0.00      1.00     0.00      433     0.00     1.98  camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}::operator()(int) const
  0.00      1.00     0.00      425     0.00     0.00  tbb::detail::d1::spawn(tbb::detail::d1::task&, tbb::detail::d1::task_group_context&)
  0.00      1.00     0.00      424     0.00     2.03  __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}::operator()(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const
  0.00      1.00     0.00      421     0.00     0.00  tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type>::do_split(tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type>&, tbb::detail::d0::split)
  0.00      1.00     0.00      417     0.00     0.00  tbb::detail::d1::auto_partition_type::spawn_task(tbb::detail::d1::task&, tbb::detail::d1::task_group_context&)
  0.00      1.00     0.00      402     0.00     0.00  tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type>::adaptive_mode(tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type>&, tbb::detail::d0::split)
  0.00      1.00     0.00      399     0.00     0.00  tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::end() const
  0.00      1.00     0.00      398     0.00     2.16  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > __pstl::__unseq_backend::__simd_walk_1<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1})
  0.00      1.00     0.00      397     0.00     2.16  void __pstl::__internal::__brick_walk1<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>)
  0.00      1.00     0.00      393     0.00     0.00  tbb::detail::d1::context(tbb::detail::d1::execution_data const&)
  0.00      1.00     0.00      393     0.00     0.00  __gnu_cxx::__aligned_buffer<metal>::_M_ptr()
  0.00      1.00     0.00      393     0.00     0.00  __gnu_cxx::__aligned_buffer<metal>::_M_addr()
  0.00      1.00     0.00      393     0.00     0.00  std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
  0.00      1.00     0.00      390     0.00     0.00  std::__atomic_base<bool>::__atomic_base(bool)
  0.00      1.00     0.00      386     0.00     2.22  __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>::operator()(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) const
  0.00      1.00     0.00      383     0.00     0.00  tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::begin() const
  0.00      1.00     0.00      381     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator[](long) const
  0.00      1.00     0.00      371     0.00     0.00  reflect(vec3 const&, vec3 const&)
  0.00      1.00     0.00      364     0.00     0.00  tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::do_split(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d0::split)
  0.00      1.00     0.00      364     0.00     0.00  tbb::detail::d1::auto_partition_type::is_divisible()
  0.00      1.00     0.00      348     0.00     0.00  std::atomic<bool>::atomic(bool)
  0.00      1.00     0.00      344     0.00     0.00  tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::spawn_self(tbb::detail::d1::execution_data&)
  0.00      1.00     0.00      333     0.00     2.58  void std::__invoke_impl<void, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>(std::__invoke_other, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&)
  0.00      1.00     0.00      331     0.00     2.59  std::__invoke_result<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>::type std::__invoke<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&)
  0.00      1.00     0.00      326     0.00     0.00  tbb::detail::d1::auto_partition_type::auto_partition_type(tbb::detail::d1::auto_partition_type&, tbb::detail::d0::split)
  0.00      1.00     0.00      320     0.00     0.00  tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::blocked_range(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d0::split)
  0.00      1.00     0.00      315     0.00     0.00  std::__atomic_base<int>::__atomic_base(int)
  0.00      1.00     0.00      313     0.00     0.00  tbb::detail::d1::dynamic_grainsize_mode<tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type> >::dynamic_grainsize_mode(tbb::detail::d1::dynamic_grainsize_mode<tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type> >&, tbb::detail::d0::split)
  0.00      1.00     0.00      309     0.00     0.00  bool tbb::detail::d1::dynamic_grainsize_mode<tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type> >::check_being_stolen<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const> >(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::execution_data const&)
